Date,"('SP500', '^GSPC')",Interest_Rate,Advertising_Spending,GDP_Growth,User_Growth
2020-07-22,3276.02001953125,0.09,2646.2909527821284,35.2,1711829.635658653
2020-07-23,3235.659912109375,0.09,2494.812723707104,35.2,1627284.874202811
2020-07-24,3215.6298828125,0.09,2047.651601089199,35.2,2442540.947523894
2020-07-25,3215.6298828125,0.09,4613.240380969458,35.2,1923746.5244796143
2020-07-26,3215.6298828125,0.09,2536.323545126271,35.2,2121598.6408640086
2020-07-27,3239.409912109375,0.09,1387.6494829763583,35.2,2076279.0018845852
2020-07-28,3218.43994140625,0.09,4439.946363852443,35.2,2576183.844792326
2020-07-29,3258.43994140625,0.09,2572.535746916925,35.2,1431295.1368458709
2020-07-30,3246.219970703125,0.09,3679.274340312646,35.2,2721342.7893162034
2020-07-31,3271.1201171875,0.09,1153.017479025265,35.2,2122706.6451303693
2020-08-01,3271.1201171875,0.1,3761.1638972467117,35.2,1101221.8301699501
2020-08-02,3271.1201171875,0.1,2910.545137780734,35.2,2999310.685937832
2020-08-03,3294.610107421875,0.1,4297.409780581423,35.2,2583065.4503591945
2020-08-04,3306.510009765625,0.1,1042.3170499353214,35.2,2613689.9118170203
2020-08-05,3327.77001953125,0.1,1899.2637742824065,35.2,2522109.670024072
2020-08-06,3349.159912109375,0.1,2497.6898781862164,35.2,1165417.2216981181
2020-08-07,3351.280029296875,0.1,4846.60546510257,35.2,2294161.102030686
2020-08-08,3351.280029296875,0.1,3627.9753994425437,35.2,2904393.24749808
2020-08-09,3351.280029296875,0.1,2588.3538517809475,35.2,1364258.214416187
2020-08-10,3360.469970703125,0.1,1557.9613768779636,35.2,2609356.515718773
2020-08-11,3333.68994140625,0.1,2444.422283179068,35.2,1579347.8529704222
2020-08-12,3380.35009765625,0.1,1720.7535019383395,35.2,2434486.1272159447
2020-08-13,3373.429931640625,0.1,1543.405817289477,35.2,2296646.098404007
2020-08-14,3372.85009765625,0.1,2642.5635678191165,35.2,1718694.2319294198
2020-08-15,3372.85009765625,0.1,2700.49622115395,35.2,1208234.2239719098
2020-08-16,3372.85009765625,0.1,4308.384353174046,35.2,2911280.9879967608
2020-08-17,3381.989990234375,0.1,1234.7599308523031,35.2,1084539.5021460664
2020-08-18,3389.780029296875,0.1,3699.3710365976176,35.2,2455420.4782142094
2020-08-19,3374.85009765625,0.1,4102.669785795601,35.2,2276161.846354978
2020-08-20,3385.510009765625,0.1,1028.9129257007662,35.2,1922223.338691467
2020-08-21,3397.159912109375,0.1,3439.1326861491693,35.2,1922701.501341167
2020-08-22,3397.159912109375,0.1,3878.781545840255,35.2,2333005.348248866
2020-08-23,3397.159912109375,0.1,2652.235596940332,35.2,1754232.2882672143
2020-08-24,3431.280029296875,0.1,3835.1419723235354,35.2,2190485.3795329016
2020-08-25,3443.6201171875,0.1,3368.1326480324637,35.2,1675508.9783868603
2020-08-26,3478.72998046875,0.1,2234.0424937224298,35.2,2323413.5205651326
2020-08-27,3484.550048828125,0.1,3187.1501186856003,35.2,2226687.2296091737
2020-08-28,3508.010009765625,0.1,3536.3828865673163,35.2,2895605.092088055
2020-08-29,3508.010009765625,0.1,4043.1590576777544,35.2,1824441.6659297962
2020-08-30,3508.010009765625,0.1,1536.877690896906,35.2,2409866.824096866
2020-08-31,3500.31005859375,0.1,1887.2054106695568,35.2,2838850.200622283
2020-09-01,3526.64990234375,0.09,2410.869246769795,35.2,1389495.8627328735
2020-09-02,3580.840087890625,0.09,1532.751977729391,35.2,1199756.8520291895
2020-09-03,3455.06005859375,0.09,1426.2078474177429,35.2,1283814.006306862
2020-09-04,3426.9599609375,0.09,4751.886692214435,35.2,1324323.6417839983
2020-09-05,3426.9599609375,0.09,4017.798786572817,35.2,2495110.789489573
2020-09-06,3426.9599609375,0.09,2508.892473575053,35.2,1941896.661479226
2020-09-07,3426.9599609375,0.09,3341.9971000959376,35.2,1129970.979357259
2020-09-08,3331.840087890625,0.09,2455.6937770366176,35.2,2099059.2103221016
2020-09-09,3398.9599609375,0.09,1640.9591614541519,35.2,1520939.095836125
2020-09-10,3339.18994140625,0.09,3448.9899322683636,35.2,2134323.429294398
2020-09-11,3340.969970703125,0.09,4733.374406540464,35.2,1962319.2745848484
2020-09-12,3340.969970703125,0.09,2148.6120359875003,35.2,2705745.0506627923
2020-09-13,3340.969970703125,0.09,2234.7441637062384,35.2,2979583.942931343
2020-09-14,3383.5400390625,0.09,3546.322739602774,35.2,2798993.2460794006
2020-09-15,3401.199951171875,0.09,4029.64032479912,35.2,2687233.8814043324
2020-09-16,3385.489990234375,0.09,4436.503997231075,35.2,1139121.5095797768
2020-09-17,3357.010009765625,0.09,3820.315368877095,35.2,1677793.255729915
2020-09-18,3319.469970703125,0.09,4568.881210566335,35.2,2722218.421623987
2020-09-19,3319.469970703125,0.09,3567.58905238229,35.2,1306963.1952384687
2020-09-20,3319.469970703125,0.09,4444.875689080743,35.2,1726458.770106454
2020-09-21,3281.06005859375,0.09,1990.7997595715915,35.2,2031896.7517753276
2020-09-22,3315.570068359375,0.09,2463.1477180689726,35.2,2721915.9188915156
2020-09-23,3236.919921875,0.09,1110.1077015772125,35.2,1792928.634157179
2020-09-24,3246.590087890625,0.09,2302.773664299993,35.2,2500070.07937607
2020-09-25,3298.4599609375,0.09,4869.174016096222,35.2,2844029.9938321365
2020-09-26,3298.4599609375,0.09,2057.1473466449647,35.2,1368585.1846252298
2020-09-27,3298.4599609375,0.09,1521.4180032601748,35.2,2339324.253014491
2020-09-28,3351.60009765625,0.09,1939.6876447936534,35.2,2995767.3513652477
2020-09-29,3335.469970703125,0.09,4331.803119250353,35.2,2916062.9583332646
2020-09-30,3363.0,0.09,3420.662450998821,35.2,2395089.820483016
2020-10-01,3380.800048828125,0.09,2635.6358355127286,4.4,2080689.97765717
2020-10-02,3348.419921875,0.09,1130.889610095843,4.4,2430882.376393304
2020-10-03,3348.419921875,0.09,3873.5184858379166,4.4,1363783.7768987864
2020-10-04,3348.419921875,0.09,4828.941840167459,4.4,2645166.291882814
2020-10-05,3408.60009765625,0.09,2609.1436535712264,4.4,2395537.977484861
2020-10-06,3360.969970703125,0.09,1799.9800398583443,4.4,2643185.3217277923
2020-10-07,3419.43994140625,0.09,2993.5473330474715,4.4,2567008.2514431644
2020-10-08,3446.830078125,0.09,2178.9249836727813,4.4,2693069.0849293396
2020-10-09,3477.139892578125,0.09,4828.230316227216,4.4,1832861.6601542076
2020-10-10,3477.139892578125,0.09,3881.5966574576323,4.4,2244342.5164438705
2020-10-11,3477.139892578125,0.09,4733.115934943375,4.4,1029958.3842880651
2020-10-12,3534.219970703125,0.09,2904.623972262412,4.4,1520961.3692824352
2020-10-13,3511.929931640625,0.09,2739.4273017683417,4.4,1557160.5111523871
2020-10-14,3488.669921875,0.09,3917.238625657721,4.4,1887178.1396281705
2020-10-15,3483.340087890625,0.09,2864.9192852788537,4.4,2811758.6767928796
2020-10-16,3483.81005859375,0.09,4222.95632759113,4.4,1627983.2581086936
2020-10-17,3483.81005859375,0.09,4319.529033819255,4.4,1173971.3333856948
2020-10-18,3483.81005859375,0.09,2016.2960405889248,4.4,2227876.048503044
2020-10-19,3426.919921875,0.09,4211.591768129587,4.4,1068925.9713243674
2020-10-20,3443.1201171875,0.09,1482.354449069665,4.4,1663699.8626095545
2020-10-21,3435.56005859375,0.09,2796.2986801287566,4.4,2270760.156929129
2020-10-22,3453.489990234375,0.09,1337.7851861635227,4.4,1712452.4405414572
2020-10-23,3465.389892578125,0.09,1240.1043684414751,4.4,1114271.51138412
2020-10-24,3465.389892578125,0.09,3802.1212445576584,4.4,1620399.4920117606
2020-10-25,3465.389892578125,0.09,4016.6619688009428,4.4,2863131.9816059126
2020-10-26,3400.969970703125,0.09,1530.0957346143798,4.4,2129000.914682959
2020-10-27,3390.679931640625,0.09,1406.4938164337484,4.4,1828631.4389533196
2020-10-28,3271.030029296875,0.09,2145.6550387038396,4.4,1806682.2782183476
2020-10-29,3310.110107421875,0.09,4286.977523668273,4.4,2643203.28799608
2020-10-30,3269.9599609375,0.09,4464.697253850245,4.4,1428031.1849939446
2020-10-31,3269.9599609375,0.09,2019.835781149165,4.4,2322992.6801762236
2020-11-01,3269.9599609375,0.09,2851.443487242759,4.4,1321952.3497981175
2020-11-02,3310.239990234375,0.09,1418.0081685350867,4.4,1470440.5927691075
2020-11-03,3369.159912109375,0.09,1785.074780189986,4.4,1579155.3363255472
2020-11-04,3443.43994140625,0.09,1270.8565505160118,4.4,2673512.8035030854
2020-11-05,3510.449951171875,0.09,3584.927932695644,4.4,1130945.855196578
2020-11-06,3509.43994140625,0.09,3127.2977546553007,4.4,1864085.2133827463
2020-11-07,3509.43994140625,0.09,1758.2722060304204,4.4,2625622.6182861915
2020-11-08,3509.43994140625,0.09,2521.2385471873718,4.4,2403283.6700590774
2020-11-09,3550.5,0.09,2799.303670539918,4.4,1695054.1190942992
2020-11-10,3545.530029296875,0.09,2127.149429031169,4.4,1395031.1358234412
2020-11-11,3572.659912109375,0.09,3400.3162911959016,4.4,1459219.3428379712
2020-11-12,3537.010009765625,0.09,4100.5840760111405,4.4,2178687.9173903223
2020-11-13,3585.14990234375,0.09,3330.313619070833,4.4,1541203.453309725
2020-11-14,3585.14990234375,0.09,1461.3707672998153,4.4,2677086.975180696
2020-11-15,3585.14990234375,0.09,3304.592433538411,4.4,1706701.0376020512
2020-11-16,3626.909912109375,0.09,1841.3369631873238,4.4,1833104.5149090942
2020-11-17,3609.530029296875,0.09,3549.4187844516264,4.4,2657494.176202911
2020-11-18,3567.7900390625,0.09,2226.7248757123284,4.4,2274640.0670687314
2020-11-19,3581.8701171875,0.09,1200.6878293910859,4.4,2494425.7676610453
2020-11-20,3557.5400390625,0.09,2983.450284049307,4.4,1358506.5575582036
2020-11-21,3557.5400390625,0.09,1185.6302292928626,4.4,2172913.436432402
2020-11-22,3557.5400390625,0.09,4483.964951250655,4.4,2845642.1546511143
2020-11-23,3577.590087890625,0.09,4416.558723387736,4.4,2158573.292271952
2020-11-24,3635.409912109375,0.09,4096.123751665284,4.4,1524607.5070099388
2020-11-25,3629.64990234375,0.09,1865.5262301666062,4.4,1046128.5895272921
2020-11-26,3629.64990234375,0.09,1170.3009673754332,4.4,1520706.811218538
2020-11-27,3638.35009765625,0.09,1270.3682367324514,4.4,1130632.1073801962
2020-11-28,3638.35009765625,0.09,3583.2468219783464,4.4,1001776.3617646502
2020-11-29,3638.35009765625,0.09,1761.7267678695748,4.4,2563241.1494525466
2020-11-30,3621.6298828125,0.09,1278.7563261065254,4.4,2816673.3061006414
2020-12-01,3662.449951171875,0.09,1783.7379232447715,4.4,2679951.2436894304
2020-12-02,3669.010009765625,0.09,4149.739200773264,4.4,1990973.2676300667
2020-12-03,3666.719970703125,0.09,1726.627555584487,4.4,1194703.6548985178
2020-12-04,3699.1201171875,0.09,1045.8071597188728,4.4,2096245.3326213493
2020-12-05,3699.1201171875,0.09,4891.794308489392,4.4,1762349.0204771725
2020-12-06,3699.1201171875,0.09,4227.832976377046,4.4,2186192.0248780753
2020-12-07,3691.9599609375,0.09,3945.790685873923,4.4,2763151.2215523235
2020-12-08,3702.25,0.09,2929.7689794661646,4.4,2141861.486628581
